0 0 0.0000000000 0.0000000000 0.0000000000 0.0000000000 0.0000000000
0 30 18.2324562073 -18.1677017212 0.3646466732 0.0011562482 -0.0063417242
0 60 36.4649124146 -36.3354034424 0.7292786837 0.0046249460 -0.0126834484
0 90 54.6973724365 -54.5031051636 1.0938813686 0.0104059549 -0.0190251712
0 120 72.9298248291 -72.6708068848 1.4584400654 0.0184990410 -0.0253668968
0 150 91.1622848511 -90.8385086060 1.8229401112 0.0289038811 -0.0317086205
0 180 109.3947448730 -109.0062103271 2.1873669624 0.0416200534 -0.0380503424
0 210 127.6271972656 -127.1739120483 2.5517055988 0.0566470511 -0.0443920717
0 240 145.8596496582 -145.3416137695 2.9159417152 0.0739842579 -0.0507337935
0 270 164.0921173096 -163.5093231201 3.2800607681 0.0936309993 -0.0570755191
30 0 18.2324562073 18.1677017212 0.3646466732 -0.0011562482 0.0063417242
30 30 36.4649124146 0.0000000000 0.7292982340 0.0000000000 0.0000000000
30 60 54.6973724365 -18.1677017212 1.0939400196 0.0034687447 -0.0063417242
30 90 72.9298248291 -36.3354034424 1.4585573673 0.0092498921 -0.0126834484
30 120 91.1622848511 -54.5031051636 1.8231356144 0.0173432566 -0.0190251712
30 150 109.3947448730 -72.6708068848 2.1876602173 0.0277485624 -0.0253668968
30 180 127.6271972656 -90.8385086060 2.5521161556 0.0404654332 -0.0317086205
30 210 145.8596496582 -109.0062103271 2.9164891243 0.0554933995 -0.0380503424
30 240 164.0921173096 -127.1739120483 3.2807643414 0.0728319287 -0.0443920717
30 270 182.3245697021 -145.3416137695 3.6449272633 0.0924803317 -0.0507337935
60 0 36.4649124146 36.3354034424 0.7292786837 -0.0046249460 0.0126834484
60 30 54.6973724365 18.1677017212 1.0939400196 -0.0034687447 0.0063417242
60 60 72.9298248291 0.0000000000 1.4585964680 0.0000000000 0.0000000000
60 90 91.1622848511 -18.1677017212 1.8232333660 0.0057812412 -0.0063417242
