left right "linearSpeed approx" "linearSpeed exact" error "rotationSpeed approx" "rotationSpeed exact" error "dx approx" "dx exact" error "dy approx" "dy exact" error "dtheta approx" "dtheta exact" error
240 210 273 273.486860469 -0.4868604690000211 18 18.1677018634 -0.16770186340000137 5.4599728584 5.46970054629 -0.00972768789000078 0.0171530675 -0.0173437245628 0.0344967920628 0.0062831850 0.00634172430072 -5.853930071999993e-05
240 240 291 291.719317833 -0.719317832999991 0 -0.0 0.0 5.8199996948 5.83438635667 -0.014386661869999706 0.0000000000 0 0.0 0.0000000000 0 0.0
240 270 309 309.951775198 -0.9517751980000071 -18 -18.1677018634 0.16770186340000137 6.1799693108 6.19899395246 -0.01902464166000062 -0.0194150098 0.0196562211712 -0.0390712309712 -0.0062831850 -0.00634172430072 5.853930071999993e-05
270 0 164 164.092116281 -0.09211628099998848 163 163.50931677 -0.5093167699999981 3.2786726952 3.28006078612 -0.001388090919999918 0.0932996944 -0.093631004571 0.186930698971 0.0568977334 0.0570755187065 -0.00017778530650000568
270 30 182 182.324573646 -0.3245736460000046 145 145.341614907 -0.3416149070000074 3.6388342381 3.64492737928 -0.006093141180000039 0.0921086371 -0.0924803353924 0.1845889724924 0.0506145470 0.0507337944058 -0.00011924740580000065
270 60 200 200.55703101 -0.5570310100000029 127 127.173913043 -0.17391304299999888 3.9990174770 4.00982332037 -0.010805843369999568 0.0886554644 -0.0890167979099 0.1776722623099 0.0443313606 0.0443920701051 -6.070950509999562e-05
270 90 218 218.789488375 -0.7894883749999906 109 109.00621118 -0.006211179999993988 4.3592109680 4.37473394485 -0.015522976849999814 0.0829400271 -0.0832401130636 0.1661801401636 0.0380481780 0.0380503458043 -2.1678042999989655e-06
270 120 237 237.02194574 -0.021945740000006708 90 90.8385093168 -0.8385093167999997 4.7394151688 4.7396445862 -0.0002294173999999316 0.0744526759 -0.0751500947834 0.1496027706834 0.0314159244 0.0317086215036 -0.0002926971035999981
270 150 255 255.254403104 -0.254403104000005 72 72.6708074534 -0.6708074534000019 5.0995974541 5.10454057647 -0.0049431223699993865 0.0640868023 -0.0647466500012 0.1288334523012 0.0251327399 0.0253668972029 -0.00023415730290000242
270 180 273 273.486860469 -0.4868604690000211 54 54.5031055901 -0.5031055900999988 5.4597573280 5.46940724688 -0.009649918880000108 0.0514585264 -0.0520297786611 0.1034883050611 0.0188495554 0.0190251729022 -0.00017561750219999978
270 210 291 291.719317833 -0.719317832999991 36 36.3354037267 -0.33540372670000096 5.8198847771 5.83422992843 -0.014345151329999695 0.0365678929 -0.0369995737242 0.0735674666242 0.0125663700 0.0126834486014 -0.00011707860139999887
270 240 309 309.951775198 -0.9517751980000071 18 18.1677018634 -0.16770186340000137 6.1799693108 6.19899395246 -0.01902464166000062 0.0194150098 -0.0196562211712 0.0390712309712 0.0062831850 0.00634172430072 -5.853930071999993e-05
270 270 328 328.184232563 -0.18423256300002322 0 -0.0 0.0 6.5599999428 6.56368465125 -0.003684708449999796 0.0000000000 0 0.0 0.0000000000 0 0.0
