left right "linearSpeed approx" "linearSpeed exact" error "rotationSpeed approx" "rotationSpeed exact" error "dx approx" "dx exact" error "dy approx" "dy exact" error "dtheta approx" "dtheta exact" error
90 0 54 54.6973720938 -0.6973720937999985 54 54.5031055901 -0.5031055900999988 1.0799360275 1.09388144938 -0.01394542187999992 -0.0101784579 -0.0104059557322 0.0002274978322 0.0188495554 0.0190251729022 -0.00017561750219999978
90 30 72 72.9298294583 -0.9298294583000057 36 36.3354037267 -0.33540372670000096 1.4399620295 1.45855748211 -0.018595452610000063 -0.0090476666 -0.00924989343105 0.00020222683104999944 0.0125663700 0.0126834486014 -0.00011707860139999887
90 60 91 91.1622868229 -0.16228682290000052 18 18.1677018634 -0.16770186340000137 1.8199880123 1.82323351543 -0.003245503129999827 -0.0057176794 -0.00578124152093 6.356212093000004e-05 0.0062831850 0.00634172430072 -5.853930071999993e-05
90 90 109 109.394744188 -0.3947441880000042 0 -0.0 0.0 2.1800000668 2.18789488375 -0.007894816949999939 0.0000000000 0 0.0 0.0000000000 0 0.0
90 120 127 127.627201552 -0.6272015520000025 -18 -18.1677018634 0.16770186340000137 2.5399832726 2.5525269216 -0.012543649000000379 0.0079796184 0.0080937381293 -0.00011411972929999993 -0.0062831850 -0.00634172430072 5.853930071999993e-05
90 150 145 145.859658917 -0.8596589169999902 -36 -36.3354037267 0.33540372670000096 2.8999235630 2.91711496422 -0.017191401219999847 0.0182209965 0.0184997868621 -0.00027879036210000027 -0.0125663700 -0.0126834486014 0.00011707860139999887
90 180 164 164.092116281 -0.09211628099998848 -54 -54.5031055901 0.5031055900999988 3.2798056602 3.28164434813 -0.0018386879299998604 0.0309123546 0.0312178671966 -0.0003055125965999994 -0.0188495554 -0.0190251729022 0.00017561750219999978
90 210 182 182.324573646 -0.3245736460000046 -72 -72.6708074534 0.6708074534000019 3.6396167278 3.64610041176 -0.006483683959999986 0.0457391776 0.0462476071437 -0.0005084295436999994 -0.0251327399 -0.0253668972029 0.00023415730290000242
90 240 200 200.55703101 -0.5570310100000029 -90 -90.8385093168 0.8385093167999997 3.9993419647 4.01046849602 -0.011126531319999522 0.0628266782 0.0635885417398 -0.0007618635397999979 -0.0314159244 -0.0317086215036 0.0002926971035999981
90 270 218 218.789488375 -0.7894883749999906 -109 -109.00621118 0.006211179999993988 4.3589482307 4.37473394485 -0.01578571414999974 0.0829350278 0.0832401130636 -0.00030508526359999955 -0.0380481780 -0.0380503458043 2.1678042999989655e-06
120 0 72 72.9298294583 -0.9298294583000057 72 72.6708074534 -0.6708074534000019 1.4398483038 1.45844016471 -0.01859186090999998 -0.0180946197 -0.0184990428575 0.00040442315749999666 0.0251327399 0.0253668972029 -0.00023415730290000242
120 30 91 91.1622868229 -0.16228682290000052 54 54.5031055901 -0.5031055900999988 1.8198921680 1.82313574896 -0.003243580959999992 -0.0171525870 -0.0173432595537 0.00019067255369999841 0.0188495554 0.0190251729022 -0.00017561750219999978
120 60 109 109.394744188 -0.3947441880000042 36 36.3354037267 -0.33540372670000096 2.1799426079 2.18783622316 -0.007893615259999986 -0.0136971632 -0.0138748401466 0.00017767694660000138 0.0125663700 0.0126834486014 -0.00011707860139999887
120 90 127 127.627201552 -0.6272015520000025 18 18.1677018634 -0.16770186340000137 2.5399832726 2.5525269216 -0.012543649000000379 -0.0079796184 -0.0080937381293 0.00011411972929999993 0.0062831850 0.00634172430072 -5.853930071999993e-05
120 120 145 145.859658917 -0.8596589169999902 0 -0.0 0.0 2.8999998569 2.91719317833 -0.01719332142999974 0.0000000000 0 0.0 0.0000000000 0 0.0
120 150 164 164.092116281 -0.09211628099998848 -18 -18.1677018634 0.16770186340000137 3.2799782753 3.28182032777 -0.0018420524700002439 0.0103043895 0.0104062347377 -0.00010184523770000002 -0.0062831850 -0.00634172430072 5.853930071999993e-05
120 180 182 182.324573646 -0.3245736460000046 -36 -36.3354037267 0.33540372670000096 3.6399040222 3.64639370527 -0.006489683069999863 0.0228704922 0.0231247335776 -0.00025424137760000215 -0.0125663700 -0.0126834486014 0.00011707860139999887
120 210 200 200.55703101 -0.5570310100000029 -54 -54.5031055901 0.5031055900999988 3.9997632504 4.01089864771 -0.01113539731000035 0.0376979932 0.0381551710181 -0.0004571778181000005 -0.0188495554 -0.0190251729022 0.00017561750219999978
120 240 218 218.789488375 -0.7894883749999906 -72 -72.6708074534 0.6708074534000019 4.3595409393 4.37532049412 -0.01577955481999993 0.0547864921 0.0554971285725 -0.0007106364724999981 -0.0251327399 -0.0253668972029 0.00023415730290000242
120 270 237 237.02194574 -0.021945740000006708 -90 -90.8385093168 0.8385093167999997 4.7392201424 4.7396445862 -0.00042444380000006277 0.0744496137 0.0751500947834 -0.000700481083399998 -0.0314159244 -0.0317086215036 0.0002926971035999981
150 0 91 91.1622868229 -0.16228682290000052 90 90.8385093168 -0.8385093167999997 1.8197005987 1.82294022546 -0.003239626760000114 -0.0285861380 -0.028903882609 0.000317744608999998 0.0314159244 0.0317086215036 -0.0002926971035999981
150 30 109 109.394744188 -0.3947441880000042 72 72.6708074534 -0.6708074534000019 2.1797704697 2.18766024706 -0.007889777359999961 -0.0273932461 -0.0277485642862 0.00035531818620000016 0.0251327399 0.0253668972029 -0.00023415730290000242
150 60 127 127.627201552 -0.6272015520000025 54 54.5031055901 -0.5031055900999988 2.5398495197 2.55239004855 -0.012540528849999788 -0.0239382256 -0.0242805633752 0.00034233777519999953 0.0188495554 0.0190251729022 -0.00017561750219999978
150 90 145 145.859658917 -0.8596589169999902 36 36.3354037267 -0.33540372670000096 2.8999235630 2.91711496422 -0.017191401219999847 -0.0182209965 -0.0184997868621 0.00027879036210000027 0.0125663700 0.0126834486014 -0.00011707860139999887
150 120 164 164.092116281 -0.09211628099998848 18 18.1677018634 -0.16770186340000137 3.2799782753 3.28182032777 -0.0018420524700002439 -0.0103043895 -0.0104062347377 0.00010184523770000002 0.0062831850 0.00634172430072 -5.853930071999993e-05
150 150 182 182.324573646 -0.3245736460000046 0 -0.0 0.0 3.6399998665 3.64649147292 -0.006491606420000018 0.0000000000 0 0.0 0.0000000000 0 0.0
150 180 200 200.55703101 -0.5570310100000029 -18 -18.1677018634 0.16770186340000137 3.9999737740 4.01111373394 -0.011139959940000388 0.0125663290 0.012718731346 -0.00015240234600000062 -0.0062831850 -0.00634172430072 5.853930071999993e-05
150 210 218 218.789488375 -0.7894883749999906 -36 -36.3354037267 0.33540372670000096 4.3598852158 4.37567244632 -0.015787230519999973 0.0273943264 0.0277496802931 -0.0003553538931000029 -0.0125663700 -0.0126834486014 0.00011707860139999887
150 240 237 237.02194574 -0.021945740000006708 -54 -54.5031055901 0.5031055900999988 4.7397189140 4.7401529473 -0.0004340333000003582 0.0446721204 0.0450924748396 -0.0004203544396 -0.0188495554 -0.0190251729022 0.00017561750219999978
150 270 255 255.254403104 -0.254403104000005 -72 -72.6708074534 0.6708074534000019 5.0994629860 5.10454057647 -0.005077590470000004 0.0640851110 0.0647466500012 -0.0006615390012000011 -0.0251327399 -0.0253668972029 0.00023415730290000242
180 0 109 109.394744188 -0.3947441880000042 109 109.00621118 -0.006211179999993988 2.1794741154 2.18736697242 -0.007892857019999866 -0.0414675139 -0.0416200565318 0.00015254263179999977 0.0380481780 0.0380503458043 -2.1678042999989655e-06
180 30 127 127.627201552 -0.6272015520000025 90 90.8385093168 -0.8385093167999997 2.5395822525 2.55211631565 -0.012534063150000385 -0.0398949422 -0.0404654356526 0.0005704934526000044 0.0314159244 0.0317086215036 -0.0002926971035999981
180 60 145 145.859658917 -0.8596589169999902 72 72.6708074534 -0.6708074534000019 2.8996946812 2.91688032941 -0.017185648209999904 -0.0364405513 -0.036998085715 0.0005575344149999981 0.0251327399 0.0253668972029 -0.00023415730290000242
180 90 164 164.092116281 -0.09211628099998848 54 54.5031055901 -0.5031055900999988 3.2798056602 3.28164434813 -0.0018386879299998604 -0.0309123546 -0.0312178671966 0.0003055125965999994 0.0188495554 0.0190251729022 -0.00017561750219999978
180 120 182 182.324573646 -0.3245736460000046 36 36.3354037267 -0.33540372670000096 3.6399040222 3.64639370527 -0.006489683069999863 -0.0228704922 -0.0231247335776 0.00025424137760000215 0.0125663700 0.0126834486014 -0.00011707860139999887
180 150 200 200.55703101 -0.5570310100000029 18 18.1677018634 -0.16770186340000137 3.9999737740 4.01111373394 -0.011139959940000388 -0.0125663290 -0.012718731346 0.00015240234600000062 0.0062831850 0.00634172430072 -5.853930071999993e-05
180 180 218 218.789488375 -0.7894883749999906 0 -0.0 0.0 4.3600001335 4.3757897675 -0.015789633999999886 0.0000000000 0 0.0 0.0000000000 0 0.0
180 210 237 237.02194574 -0.021945740000006708 -18 -18.1677018634 0.16770186340000137 4.7399687767 4.74040714011 -0.00043836341000069723 0.0148910983 0.0150312279544 -0.00014012965439999872 -0.0062831850 -0.00634172430072 5.853930071999993e-05
180 240 255 255.254403104 -0.254403104000005 -36 -36.3354037267 0.33540372670000096 5.0998659134 5.10495118738 -0.005085273979999805 0.0320438221 0.0323746270087 -0.0003308049087000012 -0.0125663700 -0.0126834486014 0.00011707860139999887
180 270 273 273.486860469 -0.4868604690000211 -54 -54.5031055901 0.5031055900999988 5.4596767426 5.46940724688 -0.009730504280000218 0.0514577627 0.0520297786611 -0.0005720159611000003 -0.0188495554 -0.0190251729022 0.00017561750219999978
210 0 127 127.627201552 -0.6272015520000025 127 127.173913043 -0.17391304299999888 2.5391681194 2.55170574932 -0.012537629919999738 -0.0562916063 -0.0566470532154 0.0003554469154000012 0.0443313606 0.0443920701051 -6.070950509999562e-05
210 30 145 145.859658917 -0.8596589169999902 109 109.00621118 -0.006211179999993988 2.8993000984 2.91648929657 -0.017189198170000086 -0.0551632009 -0.0554934087091 0.0003302078091000013 0.0380481780 0.0380503458043 -2.1678042999989655e-06
210 60 164 164.092116281 -0.09211628099998848 90 90.8385093168 -0.8385093167999997 3.2794604301 3.28129240583 -0.001831975730000046 -0.0515178777 -0.0520269886962 0.0005091109961999976 0.0314159244 0.0317086215036 -0.0002926971035999981
210 90 182 182.324573646 -0.3245736460000046 72 72.6708074534 -0.6708074534000019 3.6396167278 3.64610041176 -0.006483683959999986 -0.0457391776 -0.0462476071437 0.0005084295436999994 0.0251327399 0.0253668972029 -0.00023415730290000242
210 120 200 200.55703101 -0.5570310100000029 54 54.5031055901 -0.5031055900999988 3.9997632504 4.01089864771 -0.01113539731000035 -0.0376979932 -0.0381551710181 0.0004571778181000005 0.0188495554 0.0190251729022 -0.00017561750219999978
210 150 218 218.789488375 -0.7894883749999906 36 36.3354037267 -0.33540372670000096 4.3598852158 4.37567244632 -0.015787230519999973 -0.0273943264 -0.0277496802931 0.0003553538931000029 0.0125663700 0.0126834486014 -0.00011707860139999887
210 180 237 237.02194574 -0.021945740000006708 18 18.1677018634 -0.16770186340000137 4.7399687767 4.74040714011 -0.00043836341000069723 -0.0148910983 -0.0150312279544 0.00014012965439999872 0.0062831850 0.00634172430072 -5.853930071999993e-05
210 210 255 255.254403104 -0.254403104000005 0 -0.0 0.0 5.0999999046 5.10508806208 -0.005088157480000355 0.0000000000 0 0.0 0.0000000000 0 0.0
210 240 273 273.486860469 -0.4868604690000211 -18 -18.1677018634 0.16770186340000137 5.4599642754 5.46970054629 -0.009736270890000398 0.0171530396 0.0173437245628 -0.00019068496279999944 -0.0062831850 -0.00634172430072 5.853930071999993e-05
210 270 291 291.719317833 -0.719317832999991 -36 -36.3354037267 0.33540372670000096 5.8198466301 5.83422992843 -0.014383298330000294 0.0365676545 0.0369995737242 -0.00043191922420000167 -0.0125663700 -0.0126834486014 0.00011707860139999887
240 0 145 145.859658917 -0.8596589169999902 145 145.341614907 -0.3416149070000074 2.8987617493 2.91594190342 -0.017180154119999624 -0.0733754262 -0.0739842683139 0.0006088421138999989 0.0506145470 0.0507337944058 -0.00011924740580000065
240 30 164 164.092116281 -0.09211628099998848 127 127.173913043 -0.17391304299999888 3.2789256573 3.28076453484 -0.0018388775400000057 -0.0726915225 -0.0728319255626 0.0001404030626000058 0.0443313606 0.0443920701051 -6.070950509999562e-05
240 60 182 182.324573646 -0.3245736460000046 109 109.00621118 -0.006211179999993988 3.6391217709 3.64561162071 -0.0064898498099998925 -0.0692393258 -0.0693667608864 0.00012743508639999346 0.0380481780 0.0380503458043 -2.1678042999989655e-06
240 90 200 200.55703101 -0.5570310100000029 90 90.8385093168 -0.8385093167999997 3.9993419647 4.01046849602 -0.011126531319999522 -0.0628266782 -0.0635885417398 0.0007618635397999979 0.0314159244 0.0317086215036 -0.0002926971035999981
240 120 218 218.789488375 -0.7894883749999906 72 72.6708074534 -0.6708074534000019 4.3595409393 4.37532049412 -0.01577955481999993 -0.0547864921 -0.0554971285725 0.0007106364724999981 0.0251327399 0.0253668972029 -0.00023415730290000242
240 150 237 237.02194574 -0.021945740000006708 54 54.5031055901 -0.5031055900999988 4.7397189140 4.7401529473 -0.0004340333000003582 -0.0446721204 -0.0450924748396 0.0004203544396 0.0188495554 0.0190251729022 -0.00017561750219999978
240 180 255 255.254403104 -0.254403104000005 36 36.3354037267 -0.33540372670000096 5.0998659134 5.10495118738 -0.005085273979999805 -0.0320438221 -0.0323746270087 0.0003308049087000012 0.0125663700 0.0126834486014 -0.00011707860139999887
240 210 273 273.486860469 -0.4868604690000211 18 18.1677018634 -0.16770186340000137 5.4599642754 5.46970054629 -0.009736270890000398 -0.0171530396 -0.0173437245628 0.00019068496279999944 0.0062831850 0.00634172430072 -5.853930071999993e-05
240 240 291 291.719317833 -0.719317832999991 0 -0.0 0.0 5.8199996948 5.83438635667 -0.014386661869999706 0.0000000000 0 0.0 0.0000000000 0 0.0
240 270 309 309.951775198 -0.9517751980000071 -18 -18.1677018634 0.16770186340000137 6.1799592972 6.19899395246 -0.019034655260000477 0.0194149781 0.0196562211712 -0.00024124307119999938 -0.0062831850 -0.00634172430072 5.853930071999993e-05
270 0 164 164.092116281 -0.09211628099998848 163 163.50931677 -0.5093167699999981 3.2782304287 3.28006078612 -0.0018303574199998174 -0.0932871103 -0.093631004571 0.0003438942709999976 0.0568977334 0.0570755187065 -0.00017778530650000568
270 30 182 182.324573646 -0.3245736460000046 145 145.341614907 -0.3416149070000074 3.6384458542 3.64492737928 -0.006481525079999884 -0.0920988098 -0.0924803353924 0.0003815255923999977 0.0506145470 0.0507337944058 -0.00011924740580000065
270 60 200 200.55703101 -0.5570310100000029 127 127.173913043 -0.17391304299999888 3.9986898899 4.00982332037 -0.011133430469999706 -0.0886482000 -0.0890167979099 0.00036859790990000085 0.0443313606 0.0443920701051 -6.070950509999562e-05
270 90 218 218.789488375 -0.7894883749999906 109 109.00621118 -0.006211179999993988 4.3589482307 4.37473394485 -0.01578571414999974 -0.0829350278 -0.0832401130636 0.00030508526359999955 0.0380481780 0.0380503458043 -2.1678042999989655e-06
270 120 237 237.02194574 -0.021945740000006708 90 90.8385093168 -0.8385093167999997 4.7392201424 4.7396445862 -0.00042444380000006277 -0.0744496137 -0.0751500947834 0.000700481083399998 0.0314159244 0.0317086215036 -0.0002926971035999981
270 150 255 255.254403104 -0.254403104000005 72 72.6708074534 -0.6708074534000019 5.0994629860 5.10454057647 -0.005077590470000004 -0.0640851110 -0.0647466500012 0.0006615390012000011 0.0251327399 0.0253668972029 -0.00023415730290000242
270 180 273 273.486860469 -0.4868604690000211 54 54.5031055901 -0.5031055900999988 5.4596767426 5.46940724688 -0.009730504280000218 -0.0514577627 -0.0520297786611 0.0005720159611000003 0.0188495554 0.0190251729022 -0.00017561750219999978
270 210 291 291.719317833 -0.719317832999991 36 36.3354037267 -0.33540372670000096 5.8198466301 5.83422992843 -0.014383298330000294 -0.0365676545 -0.0369995737242 0.00043191922420000167 0.0125663700 0.0126834486014 -0.00011707860139999887
270 240 309 309.951775198 -0.9517751980000071 18 18.1677018634 -0.16770186340000137 6.1799592972 6.19899395246 -0.019034655260000477 -0.0194149781 -0.0196562211712 0.00024124307119999938 0.0062831850 0.00634172430072 -5.853930071999993e-05
270 270 328 328.184232563 -0.18423256300002322 0 -0.0 0.0 6.5599999428 6.56368465125 -0.003684708449999796 0.0000000000 0 0.0 0.0000000000 0 0.0
